custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
V87HMH,1,2013-02-05,2013-04-14,2013-04-14,30,83.33333333,0.0,78.13,0.0,0,0,0,Tuesday,BOM,0,68,Sunday,Sunday,True,1743
UT2KLL,1,2013-03-10,2013-06-13,2013-10-03,46,2.173913043,2.173913043,48.81,0.017857143,0,0,0,Saturday,MAA,112,95,Thursday,Thursday,False,1571
KLULLK,1,2013-05-04,2013-05-07,2013-05-07,44,6.818181817999999,0.0,136.43,0.0,0,0,0,Wednesday,MAA,0,3,Tuesday,Tuesday,True,1720
FNJ7RK,1,2010-08-04,2010-09-03,2013-01-29,45,8.888888889,4.444444444,78.28,0.004550626,0,0,0,Wednesday,DEL,879,30,Friday,Tuesday,False,1818
FTZWPU,1,2012-10-01,2012-10-01,2013-11-20,48,43.75,0.0,155.87,0.036144578,1,0,0,Monday,DEL,415,0,Monday,Wednesday,False,1523
Q7PN9A,0,2013-01-12,2013-03-28,2013-04-11,0,0.0,0.0,26.36,0.14285714300000002,0,0,0,Friday,BOM,14,75,Thursday,Thursday,False,1746
RLQQ5C,1,2013-04-20,2013-04-22,2013-06-17,47,44.68085106,2.127659574,58.11,0.125,0,0,0,Tuesday,BOM,56,2,Monday,Monday,False,1679
UJKPCN,1,2013-05-02,2013-05-02,2013-05-02,45,0.0,0.0,35.74,0.0,0,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1725
KJ5JPE,1,2011-08-09,2011-08-15,2012-06-07,41,51.2195122,0.0,59.56,0.013468013,0,0,0,Wednesday,BOM,297,6,Monday,Thursday,False,2054
X4SAP8,1,2012-04-12,2012-04-26,2012-04-26,45,6.666666667,2.222222222,25.37,0.0,0,0,0,Thursday,BOM,0,14,Thursday,Thursday,True,2096
9CVG7U,1,2013-01-23,2013-01-24,2013-02-14,29,27.5862069,3.448275862,30.75,0.095238095,0,0,0,Sunday,MAA,21,1,Thursday,Thursday,False,1802
K3RAFZ,1,2013-05-18,2013-06-12,2013-06-12,45,0.0,0.0,29.68,0.0,1,0,0,Thursday,DEL,0,25,Wednesday,Wednesday,True,1684
X6KYM5,0,2012-08-28,2012-09-16,2013-11-06,1,100.0,0.0,59.79,0.026442308,1,0,0,Thursday,MAA,416,19,Sunday,Wednesday,False,1537
4H3B2G,0,2013-05-16,2013-05-16,2013-06-26,0,0.0,0.0,37.55,0.073170732,0,0,0,Monday,BOM,41,0,Thursday,Wednesday,False,1670
HCLVY4,1,2012-06-28,2012-10-03,2014-01-05,50,32.0,6.0,52.17,0.041394336,0,0,0,Friday,DEL,459,97,Wednesday,Sunday,False,1477
23X9Z6,1,2010-09-14,2010-09-29,2013-11-12,50,10.0,2.0,69.26,0.010526316,0,0,0,Wednesday,DEL,1140,15,Wednesday,Tuesday,False,1531
WKB774,1,2010-03-26,2011-01-17,2012-07-26,51,1.960784314,1.960784314,90.73,0.01618705,0,0,0,Friday,DEL,556,297,Monday,Thursday,False,2005
ZTREJP,1,2013-04-19,2013-07-26,2013-07-26,41,14.63414634,2.43902439,19.0,0.0,0,0,0,Monday,BOM,0,98,Friday,Friday,True,1640
C9XSA9,1,2013-06-08,2013-06-17,2013-11-17,41,58.53658537,14.63414634,54.78,0.026143791,1,0,0,Monday,MAA,153,9,Monday,Sunday,False,1526
Z4LDKD,1,2010-12-02,2011-02-24,2014-01-15,39,84.61538462,5.128205128,62.53,0.008522726999999999,0,0,0,Thursday,BOM,1056,84,Thursday,Wednesday,False,1467
WGT882,1,2013-02-14,2013-02-14,2013-07-18,48,0.0,0.0,86.87,0.051948052,1,0,0,Tuesday,BOM,154,0,Thursday,Thursday,False,1648
RYREGT,1,2013-06-13,2013-06-13,2013-06-13,38,34.21052632,0.0,99.48,0.0,1,0,0,Saturday,BLR,0,0,Thursday,Thursday,True,1683
XBLAUA,1,2013-05-17,2013-05-20,2013-05-20,22,90.90909091,4.545454545,73.63,0.0,0,0,0,Tuesday,DEL,0,3,Monday,Monday,True,1707
76J578,1,2013-01-10,2013-01-23,2013-01-23,45,0.0,0.0,102.05,0.0,0,0,0,Saturday,MAA,0,13,Wednesday,Wednesday,True,1824
75PL8S,1,2013-06-05,2013-06-18,2013-09-22,45,22.22222222,0.0,23.19,0.041666667,1,0,0,Wednesday,MAA,96,13,Tuesday,Sunday,False,1582
4T2NP6,0,2012-10-07,2012-10-07,2013-12-01,41,36.58536585,2.43902439,156.27,0.042857143,1,0,0,Tuesday,BOM,420,0,Sunday,Sunday,False,1512
A7SDXH,1,2013-06-23,2013-06-23,2014-01-12,58,50.0,0.0,59.29,0.133004926,1,0,1,Monday,MAA,203,0,Sunday,Sunday,False,1470
APLYC3,1,2013-05-28,2013-05-28,2013-07-08,44,20.45454545,0.0,38.73,0.048780488,1,0,0,Wednesday,DEL,41,0,Tuesday,Monday,False,1658
4G7MJ6,1,2012-08-28,2012-08-02,2013-06-30,36,30.55555556,2.777777778,76.59,0.018072289,1,0,0,Sunday,MAA,332,-26,Thursday,Sunday,False,1666
RL7J3V,0,2010-04-29,2010-08-27,2013-04-27,0,0.0,0.0,57.7,0.002053388,0,0,0,Tuesday,DEL,974,120,Friday,Saturday,False,1730
EP3SB7,1,2013-06-01,2013-07-07,2013-07-19,39,33.33333333,7.692307692000001,45.61,0.166666667,1,0,0,Saturday,MAA,12,36,Sunday,Friday,False,1647
KKDR2S,1,2012-05-21,2012-05-22,2013-01-15,40,37.5,10.0,61.07,0.029411765,0,0,0,Tuesday,DEL,238,1,Tuesday,Tuesday,False,1832
D7EDEW,1,2012-12-09,2012-12-10,2013-08-13,44,27.27272727,4.545454545,47.02,0.105691057,1,0,0,Wednesday,DEL,246,1,Monday,Tuesday,False,1622
CC89S9,1,2013-03-25,2013-03-26,2013-03-26,44,13.63636364,2.272727273,98.61,0.0,0,0,0,Thursday,DEL,0,1,Tuesday,Tuesday,True,1762
GW6VWJ,1,2013-03-31,2013-03-31,2013-09-16,37,54.05405405,8.108108108,48.4,0.023668639,0,0,0,Tuesday,DEL,169,0,Sunday,Monday,False,1588
XE4TES,0,2012-08-28,2012-09-04,2013-04-10,0,0.0,0.0,54.35,0.087155963,1,0,0,Sunday,MAA,218,7,Tuesday,Wednesday,False,1747
BT9JN5,1,2013-06-01,2013-07-03,2013-07-03,43,23.25581395,0.0,67.03,0.0,1,0,0,Tuesday,BLR,0,32,Wednesday,Wednesday,True,1663
VWL2MB,1,2012-01-16,2012-09-10,2013-03-25,45,13.33333333,0.0,80.35,0.045918367,1,0,0,Wednesday,BOM,196,238,Monday,Monday,False,1763
SWQP8X,1,2011-03-07,2011-03-29,2012-11-28,44,13.63636364,4.545454545,66.51,0.013114754,0,0,0,Monday,DEL,610,22,Tuesday,Wednesday,False,1880
JVPRJF,1,2011-08-07,2011-08-07,2013-12-15,47,27.65957447,4.255319149,75.72,0.101045296,1,0,0,Monday,BOM,861,0,Sunday,Sunday,False,1498
W3L77L,1,2013-04-30,2013-04-30,2014-01-07,52,13.46153846,1.923076923,50.3,0.027777778,0,0,0,Wednesday,MAA,252,0,Tuesday,Tuesday,False,1475
RJS5YG,0,2013-04-27,2013-04-27,2013-04-27,0,0.0,0.0,49.61,0.0,0,0,0,Thursday,MAA,0,0,Saturday,Saturday,True,1730
SPR5VE,1,2013-06-01,2013-08-22,2013-08-22,40,0.0,0.0,40.0,0.0,1,0,0,Tuesday,MAA,0,82,Thursday,Thursday,True,1613
K4YRAT,1,2013-04-06,2013-04-06,2013-08-13,47,0.0,0.0,70.67,0.046511628,1,0,0,Tuesday,MAA,129,0,Saturday,Tuesday,False,1622
Y7LLFJ,1,2011-07-26,2012-02-29,2013-12-19,49,6.12244898,0.0,120.15,0.042488619000000005,0,0,0,Thursday,BOM,659,218,Wednesday,Thursday,False,1494
SF28FY,0,2013-01-09,2013-01-09,2013-01-09,0,0.0,0.0,38.47,0.0,0,0,0,Thursday,BOM,0,0,Wednesday,Wednesday,True,1838
SRQHCZ,1,2010-11-15,2011-01-10,2014-01-05,59,0.0,0.0,85.03,0.079743355,1,0,0,Monday,BOM,1091,56,Monday,Sunday,False,1477
A9Q2DK,1,2013-01-25,2013-02-28,2014-01-19,52,32.69230769,7.692307692000001,53.02,0.043076923,0,0,0,Tuesday,BOM,325,34,Thursday,Sunday,False,1463
3RE45A,0,2012-12-17,2012-12-17,2013-04-10,0,0.0,0.0,105.4,0.01754386,0,0,0,Wednesday,MAA,114,0,Monday,Wednesday,False,1747
GHL6B4,0,2012-09-22,2013-03-04,2013-03-04,0,0.0,0.0,38.43,0.0,0,0,0,Saturday,BLR,0,163,Monday,Monday,True,1784
2ZBC6W,1,2013-06-15,2013-06-16,2014-01-13,49,12.24489796,10.20408163,234.26,0.014218008999999997,1,0,0,Monday,MAA,211,1,Sunday,Monday,False,1469
5G86HD,0,2013-02-06,2013-02-06,2013-05-13,32,15.625,0.0,64.7,0.135416667,1,0,0,Tuesday,MAA,96,0,Wednesday,Monday,False,1714
YKZNCR,1,2008-11-04,2008-11-13,2014-01-05,31,90.32258065,3.225806452,31.19,0.023948909,1,0,0,Monday,DEL,1879,9,Thursday,Sunday,False,1477
QGFG7F,1,2010-03-12,2010-06-10,2012-06-15,47,6.382978723,0.0,56.63,0.006793478,0,0,0,Friday,DEL,736,90,Thursday,Friday,False,2046
RR6ZHA,0,2013-04-13,2013-04-22,2013-04-22,0,0.0,0.0,23.1,0.0,0,0,0,Wednesday,MAA,0,9,Monday,Monday,True,1735
N756TF,1,2013-04-17,2013-11-13,2013-11-13,43,11.62790698,4.651162791,121.07,0.0,0,0,0,Thursday,BOM,0,210,Wednesday,Wednesday,True,1530
MKWT76,1,2013-03-10,2013-03-10,2013-11-12,51,5.8823529410000015,1.960784314,372.58,0.008097166,0,0,0,Monday,DEL,247,0,Sunday,Tuesday,False,1531
DUSBYW,1,2012-10-10,2012-11-05,2013-12-31,48,39.58333333,0.0,149.23,0.06888361,1,0,0,Tuesday,MAA,421,26,Monday,Tuesday,False,1482
TMMW69,1,2013-06-04,2013-06-16,2013-08-04,45,2.222222222,0.0,69.8,0.040816327,1,0,0,Saturday,BLR,49,12,Sunday,Sunday,False,1631
TXMFXE,1,2013-06-06,2013-06-19,2013-07-24,47,0.0,0.0,82.99,0.085714286,1,0,0,Thursday,MAA,35,13,Wednesday,Wednesday,False,1642
34WQGU,1,2013-01-02,2013-03-18,2013-10-03,33,69.69696970000001,6.0606060610000005,31.9,0.015075377,0,0,0,Thursday,MAA,199,75,Monday,Thursday,False,1571
NNAFAB,1,2013-05-05,2013-05-05,2013-06-18,44,6.818181817999999,0.0,106.62,0.06818181799999999,1,0,0,Wednesday,BOM,44,0,Sunday,Tuesday,False,1678
U3PKGW,1,2011-09-03,2011-09-12,2013-03-20,37,43.24324324,8.108108108,53.14,0.030630631,1,0,0,Monday,DEL,555,9,Monday,Wednesday,False,1768
47A7D9,1,2013-03-26,2013-07-30,2013-07-30,43,4.651162791,0.0,110.28,0.0,0,0,0,Wednesday,BOM,0,126,Tuesday,Tuesday,True,1636
4D3ZJ7,1,2013-04-01,2013-04-15,2013-12-11,40,55.0,7.5,57.11,0.0375,1,0,0,Monday,BOM,240,14,Monday,Wednesday,False,1502
2BNLP3,1,2012-06-12,2013-11-21,2013-11-21,48,0.0,0.0,80.61,0.0,0,0,0,Monday,BOM,0,527,Thursday,Thursday,True,1522
69MXVZ,0,2013-03-16,2013-03-18,2013-03-18,0,0.0,0.0,58.04,0.0,1,0,0,Tuesday,MAA,0,2,Monday,Monday,True,1770
RHCYFV,0,2013-03-15,2013-03-23,2013-03-23,6,33.33333333,0.0,52.75,0.0,0,0,0,Monday,DEL,0,8,Saturday,Saturday,True,1765
U4Z7ZZ,1,2013-02-01,2013-03-03,2013-03-03,45,2.222222222,0.0,106.46,0.0,0,0,0,Wednesday,DEL,0,30,Sunday,Sunday,True,1785
SUK884,1,2013-06-14,2013-06-14,2013-06-14,45,0.0,0.0,89.62,0.0,1,0,0,Saturday,BLR,0,0,Friday,Friday,True,1682
A76Y5K,1,2010-08-07,2010-10-14,2014-01-08,48,27.08333333,2.083333333,57.14,0.007614213000000002,0,0,0,Friday,DEL,1182,68,Thursday,Wednesday,False,1474
PJFP2X,1,2011-11-26,2011-11-27,2013-03-25,46,21.73913043,4.347826087,57.94,0.053719008,1,0,0,Monday,DEL,484,1,Sunday,Monday,False,1763
CZ33V7,1,2013-02-09,2013-02-15,2013-03-31,47,0.0,0.0,78.44,0.113636364,0,0,0,Tuesday,MAA,44,6,Friday,Sunday,False,1757
HQW95D,1,2013-06-02,2013-11-19,2013-11-19,46,67.39130435,4.347826087,63.85,0.0,1,1,0,Thursday,BOM,0,170,Tuesday,Tuesday,True,1524
5CLQRD,0,2011-05-15,2011-05-17,2013-02-10,0,0.0,0.0,55.0,0.004724409000000001,0,0,0,Wednesday,BOM,635,2,Tuesday,Sunday,False,1806
PLD2Y7,1,2013-06-04,2013-06-05,2013-06-05,45,4.444444444,4.444444444,114.48,0.0,1,0,0,Thursday,BOM,0,1,Wednesday,Wednesday,True,1691
7DP3SQ,1,2013-05-31,2013-07-13,2013-08-11,43,6.976744186,0.0,45.09,0.103448276,1,0,0,Monday,BOM,29,43,Saturday,Sunday,False,1624
9FT23B,0,2012-01-19,2012-01-25,2013-04-23,0,0.0,0.0,44.18,0.07048458099999999,1,0,0,Wednesday,DEL,454,6,Wednesday,Tuesday,False,1734
VH7K8J,1,2012-03-12,2012-03-13,2012-10-01,33,39.39393939,0.0,75.74,0.014851485,0,0,0,Monday,BOM,202,1,Tuesday,Monday,False,1938
3RX2J5,0,2013-06-03,2013-06-23,2013-06-23,3,100.0,0.0,93.65,0.0,1,0,0,Tuesday,BLR,0,20,Sunday,Sunday,True,1673
YTVUNM,1,2012-07-31,2012-07-31,2014-01-14,54,5.555555556,1.851851852,89.76,0.071428571,0,0,0,Wednesday,BOM,532,0,Tuesday,Tuesday,False,1468
PHK8SY,1,2012-09-10,2012-09-10,2013-02-14,47,0.0,0.0,77.52,0.082802548,0,0,0,Thursday,DEL,157,0,Monday,Thursday,False,1802
GCAPT2,1,2012-09-14,2012-09-14,2012-10-16,28,75.0,0.0,61.27,0.0625,0,0,0,Sunday,MAA,32,0,Friday,Tuesday,False,1923
57WUAK,0,2011-05-15,2011-05-16,2013-08-07,0,0.0,0.0,81.53,0.00982801,0,0,0,Thursday,DEL,814,1,Monday,Wednesday,False,1628
Y4PMSS,1,2012-08-28,2012-07-20,2012-12-11,47,0.0,0.0,52.54,0.131944444,0,0,0,Thursday,MAA,144,-39,Friday,Tuesday,False,1867
EZ2VEZ,1,2012-08-30,2012-09-05,2014-01-05,48,81.25,0.0,90.09,0.069815195,1,0,0,Monday,BOM,487,6,Wednesday,Sunday,False,1477
SSX6YR,1,2013-05-19,2013-10-13,2013-10-13,33,45.45454545,3.03030303,81.46,0.0,0,0,0,Monday,DEL,0,147,Sunday,Sunday,True,1561
M5QRHK,0,2011-07-18,2011-07-24,2014-01-19,5,80.0,0.0,43.79,0.004395604,1,1,0,Monday,DEL,910,6,Sunday,Sunday,False,1463
SBJLR6,0,2012-12-01,2013-06-03,2013-06-03,1,100.0,100.0,51.39,0.0,0,0,0,Tuesday,MAA,0,184,Monday,Monday,True,1693
B8HK8K,1,2011-03-28,2011-04-07,2014-01-14,58,10.34482759,6.896551724,29.12,0.067127345,0,1,0,Wednesday,BOM,1013,10,Thursday,Tuesday,False,1468
LZPTZL,1,2010-10-06,2011-01-04,2013-11-04,49,4.081632653,2.040816327,40.34,0.006763285,0,0,0,Wednesday,DEL,1035,90,Tuesday,Monday,False,1539
XPSVJ7,0,2008-08-11,2009-04-14,2014-01-13,8,37.5,0.0,50.56,0.022478386,0,0,0,Monday,DEL,1735,246,Tuesday,Monday,False,1469
MKRWFL,1,2013-04-19,2013-10-20,2013-10-20,41,7.317073171,7.317073171,96.13,0.0,0,0,0,Wednesday,MAA,0,184,Sunday,Sunday,True,1554
SEFFX9,1,2013-05-11,2013-05-12,2014-01-16,58,32.75862069,5.1724137930000005,37.3,0.0562249,0,0,0,Tuesday,BOM,249,1,Sunday,Thursday,False,1466
3376GS,1,2013-04-04,2013-04-04,2013-04-04,45,4.444444444,2.222222222,51.65,0.0,0,0,0,Wednesday,BOM,0,0,Thursday,Thursday,True,1753
HDDWPL,0,2010-09-19,2011-02-21,2013-01-21,0,0.0,0.0,130.25,0.018571429,0,0,0,Monday,DEL,700,155,Monday,Monday,False,1826
ZKB3S4,0,2013-06-14,2013-06-17,2013-06-17,0,0.0,0.0,84.73,0.0,1,0,0,Saturday,BLR,0,3,Monday,Monday,True,1679
2ADV6D,1,2011-10-03,2012-02-26,2014-01-19,68,26.47058824,10.29411765,86.29,0.046176046,1,0,0,Monday,BOM,693,146,Sunday,Sunday,False,1463
GAKAWN,1,2013-05-02,2013-05-02,2013-05-28,43,9.302325581,6.976744186,67.43,0.076923077,0,0,0,Wednesday,BOM,26,0,Thursday,Tuesday,False,1699
3ECQJP,1,2012-08-28,2012-07-20,2014-01-16,47,8.510638298,2.127659574,91.94,0.06972477099999999,1,0,0,Sunday,MAA,545,-39,Friday,Thursday,False,1466
U9W8JE,1,2013-04-21,2013-04-22,2013-04-22,39,51.28205128,5.128205128,34.36,0.0,1,0,0,Wednesday,BOM,0,1,Monday,Monday,True,1735
CX47BW,0,2010-03-22,2010-06-10,2013-08-11,0,0.0,0.0,82.02,0.026770294,0,0,0,Friday,DEL,1158,80,Thursday,Sunday,False,1624
JS2XLR,1,2013-03-03,2013-03-03,2013-03-03,45,0.0,0.0,89.36,0.0,0,0,0,Monday,DEL,0,0,Sunday,Sunday,True,1785
52LUJH,1,2011-02-27,2011-05-16,2013-01-12,40,85.0,47.5,77.27,0.037891269,0,0,0,Friday,BOM,607,78,Monday,Saturday,False,1835
7TJ3P5,1,2010-07-09,2010-07-22,2014-01-12,57,71.92982456,17.54385965,88.45,0.054330709000000005,1,0,0,Monday,MAA,1270,13,Thursday,Sunday,False,1470
9A9E2Y,1,2011-11-16,2011-11-16,2012-07-23,35,82.85714286,5.714285714,185.21,0.016,0,0,0,Monday,DEL,250,0,Wednesday,Monday,False,2008
XLFLUY,1,2011-05-17,2011-05-17,2013-12-08,41,87.80487805,17.07317073,44.24,0.036324786,0,0,0,Wednesday,BOM,936,0,Tuesday,Sunday,False,1505
RJMLDJ,0,2013-05-11,2013-05-12,2013-05-12,15,26.66666667,0.0,47.45,0.0,0,0,0,Thursday,MAA,0,1,Sunday,Sunday,True,1715
FNGEEF,1,2013-03-12,2013-04-05,2013-04-05,44,11.36363636,0.0,49.0,0.0,0,0,0,Tuesday,MAA,0,24,Friday,Friday,True,1752
ARAVZJ,1,2011-10-22,2011-10-22,2011-10-22,36,63.88888889,0.0,51.11,0.0,0,0,0,Tuesday,BOM,0,0,Saturday,Saturday,True,2283
QJQKQ9,0,2010-09-25,2010-11-18,2010-12-09,0,0.0,0.0,20.39,0.238095238,0,0,0,Thursday,BOM,21,54,Thursday,Thursday,False,2600
FQSXEQ,1,2012-11-03,2013-03-09,2013-12-29,56,16.07142857,1.785714286,60.52,0.010169492,1,0,0,Monday,BOM,295,126,Saturday,Sunday,False,1484
FLB6QB,0,2012-08-28,2012-08-02,2012-10-11,0,0.0,0.0,52.66,0.071428571,0,0,0,Sunday,MAA,70,-26,Thursday,Thursday,False,1928
76JDGX,1,2013-06-05,2013-06-10,2013-12-17,48,62.5,14.58333333,48.25,0.031578947,1,0,0,Wednesday,MAA,190,5,Monday,Tuesday,False,1496
NF54E4,1,2011-10-15,2011-10-15,2012-04-23,43,11.62790698,6.976744186,85.5,0.02617801,1,0,0,Monday,DEL,191,0,Saturday,Monday,False,2099
N4TWG6,1,2013-04-12,2013-06-27,2014-01-02,50,10.0,0.0,53.44,0.031746032,1,0,0,Friday,BOM,189,76,Thursday,Thursday,False,1480
AMZLE6,1,2011-10-24,2011-10-24,2013-11-05,43,39.53488372,13.95348837,78.59,0.106325707,0,0,0,Tuesday,DEL,743,0,Monday,Tuesday,False,1538
RKQJYE,1,2012-05-08,2012-05-09,2014-01-19,52,57.69230769,13.46153846,65.05,0.064516129,1,1,0,Thursday,BOM,620,1,Wednesday,Sunday,False,1463
943MBT,1,2012-06-16,2012-06-18,2013-01-07,44,11.36363636,2.272727273,83.13,0.009852217,0,0,0,Tuesday,DEL,203,2,Monday,Monday,False,1840
ZTBEHR,1,2013-03-30,2013-05-22,2013-05-22,40,50.0,0.0,52.48,0.0,0,0,0,Thursday,MAA,0,53,Wednesday,Wednesday,True,1705
VFA6BL,0,2013-04-13,2013-04-27,2013-04-27,0,0.0,0.0,41.0,0.0,0,0,0,Tuesday,MAA,0,14,Saturday,Saturday,True,1730
W69N25,1,2011-03-12,2011-04-07,2013-12-22,52,25.0,5.769230769,110.75,0.017171717,1,0,0,Monday,DEL,990,26,Thursday,Sunday,False,1491
9W9VNC,1,2013-03-04,2013-03-04,2013-03-04,45,6.666666667,0.0,164.88,0.0,1,0,0,Tuesday,BLR,0,0,Monday,Monday,True,1784
DEAS6U,1,2011-11-15,2011-11-16,2012-11-20,37,59.45945946,2.702702703,78.89,0.005405405,0,0,0,Thursday,DEL,370,1,Wednesday,Tuesday,False,1888
5B7H3H,1,2012-03-29,2012-04-25,2013-04-16,46,2.173913043,0.0,53.86,0.008426966,0,0,0,Friday,BOM,356,27,Wednesday,Tuesday,False,1741
L87687,1,2013-02-04,2013-02-05,2014-01-07,57,29.8245614,15.78947368,169.52,0.026785714,0,0,0,Tuesday,BOM,336,1,Tuesday,Tuesday,False,1475
5EVF35,1,2013-03-11,2013-03-11,2013-05-11,38,57.89473684,0.0,47.18,0.032786885,0,0,0,Tuesday,BOM,61,0,Monday,Saturday,False,1716
BXA8YH,1,2011-10-11,2011-10-11,2012-04-23,43,41.86046512,2.325581395,75.77,0.035897436,1,0,0,Tuesday,DEL,195,0,Tuesday,Monday,False,2099
NSCF85,1,2011-01-27,2011-03-07,2014-01-15,47,59.57446809,14.89361702,87.34,0.06602870799999999,1,0,0,Thursday,BOM,1045,39,Monday,Wednesday,False,1467
47BSSZ,0,2011-03-06,2011-03-22,2011-09-01,0,0.0,0.0,69.28,0.018404908,0,0,0,Wednesday,BOM,163,16,Tuesday,Thursday,False,2334
77BP6H,1,2013-03-10,2013-04-28,2013-07-08,45,11.11111111,2.222222222,46.63,0.028169014,0,0,0,Tuesday,MAA,71,49,Sunday,Monday,False,1658
JAMKPZ,1,2010-09-20,2011-01-27,2013-10-02,39,53.84615385,35.8974359,106.89,0.101123596,1,0,0,Thursday,DEL,979,129,Thursday,Wednesday,False,1572
FCPVC3,1,2013-01-10,2013-01-10,2013-01-30,44,15.90909091,0.0,196.02,0.1,1,0,0,Friday,DEL,20,0,Thursday,Wednesday,False,1817
BG9UNP,1,2013-02-14,2013-03-29,2013-03-29,44,6.818181817999999,0.0,92.59,0.0,0,0,0,Thursday,MAA,0,43,Friday,Friday,True,1759
E9NYLF,1,2013-04-08,2013-09-10,2013-12-04,40,20.0,7.5,49.96,0.047058824000000006,0,0,0,Thursday,MAA,85,155,Tuesday,Wednesday,False,1509
SMVGPE,1,2011-08-01,2013-01-28,2013-02-20,32,81.25,0.0,61.54,0.086956522,0,0,0,Tuesday,BOM,23,546,Monday,Wednesday,False,1796
YSWUGG,1,2010-12-27,2012-09-25,2013-03-19,45,0.0,0.0,62.5,0.017142857,0,0,0,Thursday,BOM,175,638,Tuesday,Tuesday,False,1769
RHXN5G,1,2010-11-01,2010-12-19,2012-01-31,47,0.0,0.0,49.87,0.026960784,0,0,0,Thursday,BOM,408,48,Sunday,Tuesday,False,2182
XWQWEU,1,2012-11-30,2013-04-09,2013-04-09,43,9.302325581,2.325581395,63.19,0.0,0,0,0,Thursday,MAA,0,130,Tuesday,Tuesday,True,1748
E4TTTF,1,2013-02-09,2013-03-04,2013-03-04,45,2.222222222,0.0,25.29,0.0,1,0,0,Tuesday,BOM,0,23,Monday,Monday,True,1784
NFZMCA,0,2012-05-23,2012-05-28,2013-07-21,0,0.0,0.0,73.87,0.035799523,0,0,0,Wednesday,BOM,419,5,Monday,Sunday,False,1645
84CQTN,1,2013-04-19,2013-11-11,2013-11-11,39,30.76923077,7.692307692000001,96.41,0.0,0,0,0,Wednesday,BOM,0,206,Monday,Monday,True,1532
GZSYS2,1,2013-04-09,2013-05-06,2013-05-06,46,2.173913043,0.0,46.14,0.0,0,0,0,Tuesday,MAA,0,27,Monday,Monday,True,1721
HQD8F6,1,2011-11-09,2013-04-30,2013-08-11,45,13.33333333,0.0,100.69,0.019417476,0,0,0,Monday,BOM,103,538,Tuesday,Sunday,False,1624
6F3YJE,1,2013-06-27,2013-07-01,2013-07-01,30,100.0,13.33333333,51.25,0.0,1,0,0,Wednesday,DEL,0,4,Monday,Monday,True,1665
JTHAYQ,1,2013-05-01,2013-05-07,2013-10-01,45,4.444444444,0.0,79.81,0.020408163,0,0,0,Wednesday,MAA,147,6,Tuesday,Tuesday,False,1573
MDK3TW,0,2009-11-14,2011-01-20,2013-10-31,0,0.0,0.0,65.73,0.080788177,0,0,0,Friday,DEL,1015,432,Thursday,Thursday,False,1543
CSJ7NQ,0,2011-10-20,2011-10-20,2013-12-16,2,50.0,50.0,54.2,0.027918782000000003,1,0,0,Tuesday,BOM,788,0,Thursday,Monday,False,1497
G2ZMTA,1,2013-04-22,2013-05-05,2013-05-05,33,6.0606060610000005,0.0,48.46,0.0,0,0,0,Monday,BOM,0,13,Sunday,Sunday,True,1722
8ZEBKV,0,2013-02-13,2013-02-13,2013-07-02,29,79.31034483,0.0,173.08,0.107913669,0,0,0,Thursday,DEL,139,0,Wednesday,Tuesday,False,1664
P9X825,1,2013-06-05,2013-06-11,2014-01-20,41,63.41463415,14.63414634,47.96,0.01793722,1,0,0,Tuesday,MAA,223,6,Tuesday,Monday,False,1462
DUW635,1,2012-08-28,2013-01-11,2013-01-11,45,0.0,0.0,125.75,0.0,0,0,0,Tuesday,MAA,0,136,Friday,Friday,True,1836
DAWCY4,1,2013-06-30,2013-07-17,2013-10-08,45,6.666666667,4.444444444,47.98,0.024096386,1,0,0,Friday,BOM,83,17,Wednesday,Tuesday,False,1566
VDAEHP,1,2013-06-09,2013-06-16,2013-06-16,49,12.24489796,2.040816327,106.7,0.0,1,0,0,Thursday,MAA,0,7,Sunday,Sunday,True,1680
4FHPLK,1,2013-06-14,2013-06-24,2013-12-12,52,65.38461538,9.615384615,58.78,0.040935673,1,0,0,Thursday,MAA,171,10,Monday,Thursday,False,1501
93QURX,1,2012-12-07,2013-04-08,2013-04-08,45,2.222222222,2.222222222,71.13,0.0,0,0,0,Thursday,MAA,0,122,Monday,Monday,True,1749
4SU4VB,1,2013-03-23,2013-04-08,2013-04-28,48,14.58333333,2.083333333,49.5,0.2,1,0,0,Wednesday,DEL,20,16,Monday,Sunday,False,1729
MDFW68,1,2013-06-11,2013-06-21,2013-06-21,31,96.77419355,0.0,90.82,0.0,1,0,0,Thursday,MAA,0,10,Friday,Friday,True,1675
6MSGFG,1,2011-12-15,2011-12-16,2013-05-30,44,34.09090909,0.0,72.83,0.035781544,0,0,0,Friday,BOM,531,1,Friday,Thursday,False,1697
MWGEEU,1,2012-12-02,2012-12-06,2013-05-02,46,4.347826087,0.0,73.87,0.027210884,0,0,0,Friday,DEL,147,4,Thursday,Thursday,False,1725
9AVFHJ,1,2013-04-15,2013-05-02,2013-10-16,45,13.33333333,6.666666667,81.21,0.053892216,0,0,0,Tuesday,BOM,167,17,Thursday,Wednesday,False,1558
